Interessado,UF,Tipo_de_interessado,Tipo_de_operação,Finalidade,Tipo_de_credor,Credor,Moeda,Valor,Número_do_Processo/PVL,Código_IBGE,Status,Data,Analisado_por,Regiao
Nova Araçá,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,250000.0,19406.000134/2002-66,4312807.0,Deferido,2002-08-09,STN,Sul
Nova Araçá,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,70000.0,19406.000302/2004-85,4312807.0,Deferido,2004-06-30,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,571600.0,17944.000743/2012-74,4116703.0,Deferido,2012-06-13,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,600000.0,17944.001451/2013-30,4116703.0,Deferido,2013-12-10,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,210000.0,19406.000128/2009-85,4116703.0,Deferido,2009-12-04,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,170100.0,19406.000136/2009-21,4116703.0,Deferido,2009-12-04,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Multissetorial,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,55000.0,19406.000179/2006-64,4116703.0,Deferido,2006-08-21,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,550000.0,19406.000180/2006-99,4116703.0,Deferido,2006-08-21,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,460772.73,19406.000289/2010-11,4116703.0,Deferido,2010-07-06,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco Regional de Desenvolvimento do Extremo Sul,Real,472150.0,19406.000293/2008-56,4116703.0,Deferido,2008-06-03,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Companhia Paranaense de Energia,Real,437315.0,19406.000513/2006-80,4116703.0,Regularizado,2006-08-21,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Companhia de Saneamento do Paraná,Real,270009.6,19406.000514/2006-24,4116703.0,Regularizado,2006-08-21,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,350000.0,19406.000570/2007-40,4116703.0,Deferido,2008-02-01,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,527800.0,19406.000845/2006-64,4116703.0,Deferido,2007-04-05,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,46000.0,19406.000846/2006-17,4116703.0,Deferido,2007-04-04,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,336000.0,19406.000861/2006-57,4116703.0,Deferido,2007-04-05,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1000000.0,17944.000514/2015-01,4116703.0,Deferido,2015-07-01,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,350000.0,17944.000513/2015-58,4116703.0,Deferido,2015-07-01,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,580000.0,17944.000801/2017-74,4116703.0,Deferido,2017-09-26,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,270000.0,17944.000803/2017-63,4116703.0,Deferido,2017-09-26,STN,Sul
Nova Aurora,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7000000.0,17944.100235/2023-48,4116703.0,Deferido,2023-01-19,STN,Sul
Nova Bandeirantes,MT,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,434975.0,17944.000146/2008-63,5106158.0,Deferido,2008-03-04,STN,Centro-Oeste
Nova Bassano,RS,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,993745.0,19406.000278/2010-22,4312906.0,Deferido,2010-09-22,STN,Sul
Nova Belém,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,646000.0,17944.000737/2010-55,3144672.0,Deferido,2010-06-23,STN,Sudeste
Nova Belém,MG,Município,Operação Contratual Interna,Caminho da Escola 2010,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,369000.0,17944.000916/2010-92,3144672.0,Deferido,2010-12-17,STN,Sudeste
Nova Belém,MG,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,900000.0,17944.001349/2013-34,3144672.0,Deferido,2013-11-12,STN,Sudeste
Nova Boa Vista,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,350000.0,17944.000042/2012-35,4312955.0,Deferido,2012-03-21,STN,Sul
Nova Boa Vista,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Dólar dos EUA,250000.0,19406.000146/2004-52,4312955.0,Deferido,2004-05-07,STN,Sul
Nova Boa Vista,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,300000.0,19406.000180/2009-31,4312955.0,Deferido,2009-09-17,STN,Sul
Nova Boa Vista,RS,Município,Operação Contratual Interna,Caminho da Escola 4,Instituição Financeira Nacional,Banco do Brasil S/A,Real,253500.0,19406.000582/2008-55,4312955.0,Deferido,2008-08-14,STN,Sul
Nova Boa Vista,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,700000.0,17944.000356/2015-81,4312955.0,Deferido,2015-06-15,STN,Sul
Nova Bréscia,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,700000.0,17944.000206/2015-77,4313003.0,Deferido,2015-06-12,STN,Sul
Nova Bréscia,RS,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,350000.0,17944.000744/2008-32,4313003.0,Deferido,2008-12-22,STN,Sul
Nova Bréscia,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,700000.0,19406.000114/2010-03,4313003.0,Deferido,2010-09-02,STN,Sul
Nova Canaã,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,17944.001409/2006-90,2922706.0,Deferido,2006-08-31,STN,Nordeste
Nova Canaã do Norte,MT,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,644850.0,17944.000760/2008-25,5106216.0,Deferido,2008-06-02,STN,Centro-Oeste
Nova Canaã do Norte,MT,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,4100000.0,17944.001036/2011-14,5106216.0,Deferido,2011-10-19,STN,Centro-Oeste
Nova Candelária,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,1250000.0,19406.000158/2009-91,4313011.0,Deferido,2009-07-15,STN,Sul
Nova Cantu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1000000.0,19406.000164/2008-68,4116802.0,Deferido,2008-03-17,STN,Sul
Nova Cantu,PR,Município,Operação Contratual Interna,Educação,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,700000.0,19406.000167/2010-16,4116802.0,Deferido,2010-07-26,STN,Sul
Nova Cantu,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,500000.0,19406.000310/2004-21,4116802.0,Deferido,2004-06-22,STN,Sul
Nova Castilho,SP,Município,Operação Contratual Interna,PNAFM,Instituição Financeira Nacional,Caixa Econômica Federal,Real,197866.67,17944.000660/2005-56,3532868.0,Deferido,2005-06-30,STN,Sudeste
Nova Era,MG,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,2000000.0,17944.102289/2017-08,3144706.0,Deferido,2017-12-01,STN,Sudeste
Nova Erechim,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,1000000.0,17944.000544/2011-85,4211405.0,Deferido,2011-07-18,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1000000.0,17944.001944/2014-51,4211405.0,Deferido,2015-04-01,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,90000.0,19406.000060/2002-68,4211405.0,Deferido,2002-06-20,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,340000.0,19406.000061/2002-11,4211405.0,Deferido,2002-06-20,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,350000.0,19406.000076/2003-51,4211405.0,Deferido,2003-07-28,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,60000.0,19406.000077/2003-04,4211405.0,Deferido,2003-07-28,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,Multissetorial,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,480000.0,19406.000117/2004-91,4211405.0,Deferido,2004-04-27,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,680000.0,19406.000261/2006-99,4211405.0,Deferido,2006-07-27,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,120000.0,19406.000262/2006-33,4211405.0,Deferido,2006-07-27,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Caixa Econômica Federal,Real,199000.0,19406.000312/2009-25,4211405.0,Deferido,2010-06-07,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,1000000.0,19406.000500/2008-72,4211405.0,Deferido,2008-05-20,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,520000.0,17944.001072/2015-10,4211405.0,Deferido,2016-05-31,STN,Sul
Nova Erechim,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,1200000.0,17944.000517/2017-06,4211405.0,Deferido,2017-07-19,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2645563.5,17944.001196/2011-63,4116901.0,Deferido,2011-11-28,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,2500000.0,17944.001225/2013-59,4116901.0,Deferido,2013-11-04,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1080000.0,17944.001718/2011-27,4116901.0,Deferido,2012-04-03,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1000000.0,19406.000033/2007-08,4116901.0,Deferido,2007-03-21,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,333000.0,19406.000041/2007-46,4116901.0,Deferido,2007-03-21,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1700000.0,19406.000060/2005-19,4116901.0,Deferido,2006-01-30,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1000000.0,19406.000107/2004-55,4116901.0,Deferido,2004-04-28,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,120000.0,19406.000134/2006-90,4116901.0,Deferido,2006-04-24,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1500000.0,19406.000244/2010-38,4116901.0,Deferido,2010-06-17,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Educação,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,800000.0,19406.000245/2010-82,4116901.0,Deferido,2010-06-16,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1600000.0,19406.000306/2002-00,4116901.0,Deferido,2002-11-08,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,2300000.0,19406.000555/2007-00,4116901.0,Deferido,2008-01-09,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,2000000.0,17944.000126/2016-01,4116901.0,Deferido,2016-02-18,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,1500000.0,17944.100284/2017-32,4116901.0,Deferido,2017-10-16,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,5200000.0,17944.109976/2018-27,4116901.0,Deferido,2018-12-11,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6000000.0,17944.102363/2019-40,4116901.0,Deferido,2019-07-04,STN,Sul
Nova Esperança,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,7500000.0,17944.103335/2021-64,4116901.0,Deferido,2021-10-18,STN,Sul
Nova Esperança do Sudoeste,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,700000.0,17944.000652/2013-10,4116950.0,Deferido,2013-08-01,STN,Sul
Nova Esperança do Sudoeste,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,480000.0,17944.000794/2012-04,4116950.0,Deferido,2012-06-20,STN,Sul
Nova Esperança do Sudoeste,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,800000.0,17944.001797/2013-38,4116950.0,Deferido,2014-01-14,STN,Sul
Nova Esperança do Sudoeste,PR,Município,Operação Contratual Interna,Educação,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,800000.0,19406.000168/2010-61,4116950.0,Deferido,2010-04-27,STN,Sul
Nova Esperança do Sudoeste,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,270000.0,19406.000169/2010-13,4116950.0,Deferido,2010-04-27,STN,Sul
Nova Esperança do Sudoeste,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,468000.0,19406.000201/2007-57,4116950.0,Deferido,2007-08-13,STN,Sul
Nova Esperança do Sudoeste,PR,Município,Operação Contratual Interna,Fortalecimento Institucional,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,40000.0,19406.000202/2007-00,4116950.0,Deferido,2007-08-13,STN,Sul
Nova Esperança do Sudoeste,PR,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,600000.0,19406.000367/2009-35,4116950.0,Deferido,2009-12-28,STN,Sul
Nova Esperança do Sul,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,400000.0,17944.001013/2014-52,4313037.0,Deferido,2014-10-20,STN,Sul
Nova Esperança do Sul,RS,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,322321.0,19406.000093/2010-18,4313037.0,Deferido,2010-10-28,STN,Sul
Nova Esperança do Sul,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,850000.0,19406.000407/2010-82,4313037.0,Deferido,2010-10-28,STN,Sul
Nova Fátima,PR,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco Regional de Desenvolvimento do Extremo Sul,Real,840000.0,17944.000768/2012-78,4117008.0,Deferido,2012-07-06,STN,Sul
Nova Fátima,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,470000.0,19406.000378/2007-53,4117008.0,Deferido,2007-11-13,STN,Sul
Nova Fátima,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,40000.0,19406.000379/2007-06,4117008.0,Deferido,2007-11-13,STN,Sul
Nova Friburgo,RJ,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,14000000.0,17944.000933/2013-72,3303401.0,Deferido,2013-10-09,STN,Sudeste
Nova Friburgo,RJ,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1976972.0,17944.001968/2006-08,3303401.0,Deferido,2007-02-15,STN,Sudeste
Nova Friburgo,RJ,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,2286000.0,19405.000082/2002-38,3303401.0,Deferido,2002-12-18,STN,Sudeste
Nova Hartz,RS,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3330000.0,17944.000146/2009-44,4313060.0,Deferido,2009-04-02,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,PAC - Saneamento - 2008 B,Instituição Financeira Nacional,Caixa Econômica Federal,Real,500000.0,17944.000147/2009-99,4313060.0,Deferido,2009-04-02,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,PAC - Saneamento - 2008 B,Instituição Financeira Nacional,Caixa Econômica Federal,Real,900000.0,17944.000148/2009-33,4313060.0,Deferido,2009-04-02,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,PAC - Saneamento - 2008 B,Instituição Financeira Nacional,Caixa Econômica Federal,Real,150000.0,17944.000151/2009-57,4313060.0,Deferido,2009-04-02,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,270000.0,17944.000325/2015-20,4313060.0,Deferido,2015-07-02,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7636499.3,17944.000412/2014-04,4313060.0,Deferido,2014-04-04,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,17944.000533/2013-67,4313060.0,Deferido,2013-07-15,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1000000.0,17944.001380/2011-11,4313060.0,Deferido,2012-05-21,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,17944.000438/2017-97,4313060.0,Deferido,2017-08-29,STN,Sul
Nova Hartz,RS,Município,Operação Contratual Interna,Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,14242936.88,17944.101658/2019-07,4313060.0,Deferido,2019-05-30,STN,Sul
Nova Iguaçu,RJ,Município,Operação Contratual Interna,PNAFM,Instituição Financeira Nacional,Caixa Econômica Federal,Real,11306667.0,17944.000053/2007-58,3303500.0,Deferido,2007-08-02,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Light - Serviços de Eletricidade S/A,Real,2315218.36,17944.000949/2007-37,3303500.0,Regularizado,2007-08-02,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Light - Serviços de Eletricidade S/A,Real,1451915.2,17944.000951/2007-14,3303500.0,Regularizado,2007-08-02,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Light - Serviços de Eletricidade S/A,Real,1357388.66,17944.000952/2007-51,3303500.0,Regularizado,2007-08-02,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Regularização de Dívida - Outros,Outras,Pessoa Jurídica,Real,1077466.66,17944.000953/2007-03,3303500.0,Regularizado,2007-08-02,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,PAC - Pró-Moradia - 2008,Instituição Financeira Nacional,Caixa Econômica Federal,Real,142479534.83,17944.001705/2007-71,3303500.0,Deferido,2008-03-27,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,7168409.0,19405.000002/2002-44,3303500.0,Deferido,2002-12-01,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,140000000.0,17944.103149/2019-19,3303500.0,Deferido,2019-09-11,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,54000000.0,17944.101957/2020-77,3303500.0,Deferido,2020-06-30,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,100000000.0,17944.104359/2021-31,3303500.0,Deferido,2021-12-13,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,100000000.0,17944.102616/2022-81,3303500.0,Deferido,2022-08-01,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,120000000.0,17944.102806/2023-89,3303500.0,Deferido,2023-07-31,STN,Sudeste
Nova Iguaçu,RJ,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado do Rio de Janeiro,Real,50000000.0,17944.102874/2023-48,3303500.0,Deferido,2023-07-28,STN,Sudeste
Nova Independência,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5420794.67,17944.101833/2023-34,3533205.0,Deferido,2023-05-12,STN,Sudeste
Nova Itaberaba,SC,Município,Operação Contratual Interna,Caminho da Escola 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,123000.0,17944.000418/2011-21,4211454.0,Deferido,2011-12-05,STN,Sul
Nova Itaberaba,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,900000.0,17944.000733/2011-58,4211454.0,Deferido,2011-07-07,STN,Sul
Nova Itaberaba,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,572000.0,19406.000027/2005-81,4211454.0,Deferido,2005-09-08,STN,Sul
Nova Itaberaba,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,600000.0,19406.000422/2007-25,4211454.0,Deferido,2007-11-19,STN,Sul
Nova Itaberaba,SC,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,1000000.0,17944.000872/2016-96,4211454.0,Deferido,2016-09-08,STN,Sul
Nova Itarana,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,917346.46,17944.001439/2014-14,2922805.0,Deferido,2014-09-29,STN,Nordeste
